provider_id,provider_state,drg_definition,drg_category,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments,cost_to_charge_ratio
Provider_0021,UT,PULMONARY EDEMA,Respiratory,120,9710.79,4076.09,3306.7,0.4197
Provider_0099,OH,CHEMOTHERAPY,Oncology,12,19406.69,7283.98,6787.93,0.3753
Provider_0210,FL,INTRACRANIAL HEMORRHAGE,Neurological,185,18032.68,6534.52,5436.07,0.3624
Provider_0010,UT,INFLAMMATORY BOWEL DISEASE,Digestive,219,13804.99,4761.44,4369.29,0.3449
Provider_0218,MO,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,331,7931.04,3235.41,3064.44,0.4079
Provider_0123,CT,GI HEMORRHAGE,Digestive,160,14157.75,4589.85,3758.11,0.3242
Provider_0235,TN,CARDIAC CATHETERIZATION,Cardiovascular,28,17828.22,7419.95,7030.1,0.4162
Provider_0264,CO,KIDNEY TRANSPLANT,Renal,216,11835.71,4012.09,3714.5,0.339
Provider_0248,CA,KNEE PROCEDURES,Orthopedic,58,35493.85,13074.05,10508.24,0.3683
Provider_0154,WI,SPINAL FUSION,Orthopedic,79,26612.36,9487.49,7720.0,0.3565
Provider_0232,MI,TRANSIENT ISCHEMIA,Neurological,254,14019.47,4712.79,4440.25,0.3362
Provider_0249,CT,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,23,20722.47,8698.56,7665.21,0.4198
Provider_0221,OR,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,79,9317.3,3702.47,3359.41,0.3974
Provider_0129,PA,RENAL FAILURE,Renal,62,10327.3,3079.39,2775.86,0.2982
Provider_0053,SC,TRANSIENT ISCHEMIA,Neurological,60,12738.0,4640.65,3936.89,0.3643
Provider_0212,TX,CARDIAC ARRHYTHMIA,Cardiovascular,225,17219.56,6623.55,6144.19,0.3847
Provider_0046,CA,CORONARY BYPASS,Cardiovascular,390,20939.27,7562.66,6239.01,0.3612
Provider_0024,SC,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,15,16144.94,4553.69,4272.14,0.2821
Provider_0267,OK,CORONARY BYPASS,Cardiovascular,134,14419.74,4353.99,3929.54,0.3019
Provider_0103,CA,PANCREATIC DISORDERS,Digestive,301,19031.84,5769.67,4617.75,0.3032
Provider_0161,NC,RESPIRATORY INFECTIONS,Respiratory,224,8455.64,2674.14,2491.79,0.3163
Provider_0164,PA,CHEMOTHERAPY,Oncology,295,20999.34,8726.61,7574.11,0.4156
Provider_0217,OK,KNEE PROCEDURES,Orthopedic,35,23027.88,6747.69,5543.76,0.293
Provider_0181,TN,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,23,25155.11,8636.54,7859.65,0.3433
Provider_0066,NY,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,42,22874.72,6804.0,5816.63,0.2974
Provider_0188,CO,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,128,19522.9,5573.03,4839.25,0.2855
Provider_0099,MD,RENAL FAILURE,Renal,60,11866.29,3333.93,2900.69,0.281
Provider_0082,KY,INTRACRANIAL HEMORRHAGE,Neurological,271,12632.55,3932.59,3651.66,0.3113
Provider_0106,TN,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,77,25281.09,8177.22,7476.59,0.3235
Provider_0009,MI,LYMPHOMA & LEUKEMIA,Oncology,259,24865.79,7842.6,6353.23,0.3154
Provider_0260,UT,KIDNEY & URINARY TRACT INFECTIONS,Renal,31,10695.66,3467.54,3185.65,0.3242
Provider_0062,MO,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,217,23754.01,8820.32,7592.35,0.3713
Provider_0196,MI,CARDIAC CATHETERIZATION,Cardiovascular,113,21470.4,6544.8,5242.76,0.3048
Provider_0069,SC,TRANSIENT ISCHEMIA,Neurological,42,11607.91,4501.58,4026.78,0.3878
Provider_0185,WA,BREAST PROCEDURES,Oncology,169,27260.82,8446.72,7747.84,0.3098
Provider_0231,CT,CARDIAC ARRHYTHMIA,Cardiovascular,71,22424.07,7894.14,7154.81,0.352
Provider_0047,VA,HEART FAILURE & SHOCK,Cardiovascular,12,17015.06,6331.52,5756.12,0.3721
Provider_0171,TX,CARDIAC CATHETERIZATION,Cardiovascular,232,19919.99,7553.7,6872.21,0.3792
Provider_0026,LA,GI HEMORRHAGE,Digestive,18,10195.07,3617.94,3435.0,0.3549
Provider_0011,LA,DIGESTIVE MALIGNANCY,Digestive,60,10300.14,4168.91,3843.91,0.4047
Provider_0187,OH,RENAL FAILURE,Renal,28,9710.2,2741.52,2552.44,0.2823
Provider_0276,UT,CARDIAC CATHETERIZATION,Cardiovascular,56,18488.08,5597.3,5283.63,0.3028
Provider_0026,GA,KIDNEY & URINARY TRACT INFECTIONS,Renal,60,8952.36,3371.2,3175.07,0.3766
Provider_0229,OR,KNEE PROCEDURES,Orthopedic,36,34270.87,13177.11,10829.31,0.3845
Provider_0220,MD,PULMONARY EDEMA,Respiratory,211,11214.2,3470.87,2899.94,0.3095
Provider_0235,CO,RENAL FAILURE,Renal,119,14024.11,3984.02,3510.66,0.2841
Provider_0134,MO,CARDIAC ARRHYTHMIA,Cardiovascular,63,19631.03,6816.4,5949.92,0.3472
Provider_0247,AZ,RENAL FAILURE,Renal,162,11955.22,4171.55,3457.58,0.3489
Provider_0104,UT,CARDIAC ARRHYTHMIA,Cardiovascular,101,19278.73,6863.45,5623.96,0.356
Provider_0269,MO,LYMPHOMA & LEUKEMIA,Oncology,81,22468.34,6984.64,5760.13,0.3109
Provider_0247,TX,GI HEMORRHAGE,Digestive,26,12985.09,3687.14,3422.68,0.284
Provider_0139,TN,INTRACRANIAL HEMORRHAGE,Neurological,23,16038.58,4883.26,4381.29,0.3045
Provider_0297,LA,DIGESTIVE MALIGNANCY,Digestive,442,8891.79,3003.42,2448.0,0.3378
Provider_0143,TX,CORONARY BYPASS,Cardiovascular,101,23732.24,9304.82,8624.14,0.3921
Provider_0258,OK,HEART FAILURE & SHOCK,Cardiovascular,12,17922.55,7441.18,6334.2,0.4152
Provider_0294,AL,CORONARY BYPASS,Cardiovascular,72,18254.3,6772.63,6171.92,0.371
Provider_0028,SC,HEART FAILURE & SHOCK,Cardiovascular,71,18715.02,6305.18,5774.13,0.3369
Provider_0248,WA,INTRACRANIAL HEMORRHAGE,Neurological,20,21199.91,8386.15,7704.33,0.3956
Provider_0216,AZ,GI HEMORRHAGE,Digestive,29,14576.23,4454.57,3942.81,0.3056
Provider_0130,CA,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,12,14411.46,4125.17,3388.66,0.2862
Provider_0020,GA,HIP & FEMUR PROCEDURES,Orthopedic,16,28190.03,9241.66,8714.86,0.3278
Provider_0225,CT,CARDIAC ARRHYTHMIA,Cardiovascular,26,25153.65,7783.22,6604.19,0.3094
Provider_0094,CA,CARDIAC CATHETERIZATION,Cardiovascular,38,25824.16,7533.7,6753.65,0.2917
Provider_0069,PA,INTRACRANIAL HEMORRHAGE,Neurological,45,17817.86,7029.06,6655.41,0.3945
Provider_0205,AL,DIGESTIVE MALIGNANCY,Digestive,27,10622.49,3786.65,3080.14,0.3565
Provider_0137,WA,HEART FAILURE & SHOCK,Cardiovascular,22,19045.85,6033.29,5618.29,0.3168
Provider_0214,GA,INFLAMMATORY BOWEL DISEASE,Digestive,124,13523.71,5496.06,4971.26,0.4064
Provider_0016,TN,INFLAMMATORY BOWEL DISEASE,Digestive,204,10635.7,3600.22,2904.22,0.3385
Provider_0277,FL,CARDIAC ARRHYTHMIA,Cardiovascular,82,22329.01,8069.37,6551.03,0.3614
Provider_0077,IN,HIP & FEMUR PROCEDURES,Orthopedic,370,26725.77,8958.12,8306.24,0.3352
Provider_0017,MO,SPINAL FUSION,Orthopedic,16,26600.25,9637.44,9060.94,0.3623
Provider_0011,MD,CORONARY BYPASS,Cardiovascular,121,21977.38,7868.82,7449.8,0.358
Provider_0016,OR,DIGESTIVE MALIGNANCY,Digestive,84,12638.75,3601.06,3055.4,0.2849
Provider_0297,GA,CORONARY BYPASS,Cardiovascular,81,20313.62,6760.96,5670.65,0.3328
Provider_0103,IL,KNEE PROCEDURES,Orthopedic,167,27497.01,10255.41,8569.77,0.373
Provider_0182,CA,DIGESTIVE MALIGNANCY,Digestive,37,17977.11,5165.17,4792.66,0.2873
Provider_0232,OH,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,77,8245.3,2633.98,2212.88,0.3195
Provider_0037,NY,CARDIAC CATHETERIZATION,Cardiovascular,115,27900.58,9068.1,7301.61,0.325
Provider_0053,KY,HIP & FEMUR PROCEDURES,Orthopedic,552,23493.74,8788.73,7099.57,0.3741
Provider_0015,OK,CORONARY BYPASS,Cardiovascular,204,17420.47,6120.88,5172.21,0.3514
Provider_0244,NJ,RESPIRATORY INFECTIONS,Respiratory,264,10578.23,3426.15,3059.84,0.3239
Provider_0123,NY,SEIZURES,Neurological,131,23743.42,8198.42,7003.5,0.3453
Provider_0191,GA,KIDNEY & URINARY TRACT INFECTIONS,Renal,179,9230.87,2620.15,2254.75,0.2838
Provider_0171,VA,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,164,30190.09,11327.2,9406.46,0.3752
Provider_0260,MA,CARDIAC CATHETERIZATION,Cardiovascular,30,22356.63,7039.14,6024.42,0.3149
Provider_0243,OK,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,37,25242.62,9363.4,7915.75,0.3709
Provider_0012,IN,CORONARY BYPASS,Cardiovascular,30,19208.7,5405.36,5039.75,0.2814
Provider_0158,WA,RESPIRATORY INFECTIONS,Respiratory,118,9974.25,2955.23,2794.23,0.2963
Provider_0290,IN,CORONARY BYPASS,Cardiovascular,21,15564.59,4559.68,3716.78,0.293
Provider_0156,GA,RADIATION THERAPY,Oncology,132,18798.2,7686.36,6257.04,0.4089
Provider_0042,GA,PANCREATIC DISORDERS,Digestive,279,11771.63,3728.94,3412.33,0.3168
Provider_0100,OK,SPINAL FUSION,Orthopedic,71,20899.72,7304.71,5978.89,0.3495
Provider_0226,PA,CARDIAC ARRHYTHMIA,Cardiovascular,29,18489.74,6143.57,5054.39,0.3323
Provider_0132,OH,INFLAMMATORY BOWEL DISEASE,Digestive,208,11792.99,3380.01,2793.46,0.2866
Provider_0250,MI,INFLAMMATORY BOWEL DISEASE,Digestive,93,12517.22,3511.76,3073.4,0.2806
Provider_0290,WI,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,136,20345.76,8243.21,7731.87,0.4052
Provider_0078,MI,DIGESTIVE MALIGNANCY,Digestive,179,13003.17,3944.52,3627.43,0.3034
Provider_0147,VA,HIP & FEMUR PROCEDURES,Orthopedic,32,28462.64,8041.59,6916.16,0.2825
Provider_0105,OK,INTRACRANIAL HEMORRHAGE,Neurological,571,14950.95,5176.3,4544.54,0.3462
Provider_0222,MO,RENAL FAILURE,Renal,16,11533.97,3780.06,3534.08,0.3277
Provider_0246,TX,CHEMOTHERAPY,Oncology,82,27647.03,11463.17,10503.27,0.4146
Provider_0235,OK,SEIZURES,Neurological,36,14698.31,5273.34,4821.56,0.3588
Provider_0087,WI,CARDIAC CATHETERIZATION,Cardiovascular,22,18299.96,5342.13,4516.46,0.2919
Provider_0152,FL,RADIATION THERAPY,Oncology,56,27415.1,11058.57,9427.74,0.4034
Provider_0136,TX,RESPIRATORY INFECTIONS,Respiratory,155,8490.19,3127.5,2578.76,0.3684
Provider_0175,MN,KNEE PROCEDURES,Orthopedic,64,31270.62,12296.61,10504.56,0.3932
Provider_0186,AZ,TRANSIENT ISCHEMIA,Neurological,55,14982.87,4603.11,4070.5,0.3072
Provider_0010,CO,CORONARY BYPASS,Cardiovascular,95,21548.96,7118.04,5781.42,0.3303
Provider_0118,NC,RADIATION THERAPY,Oncology,147,23631.73,7402.59,7009.06,0.3132
Provider_0253,NY,SPINAL FUSION,Orthopedic,21,35044.69,11845.83,10831.43,0.338
Provider_0080,UT,INTRACRANIAL HEMORRHAGE,Neurological,134,16167.6,6393.19,5515.13,0.3954
Provider_0007,OH,RESPIRATORY INFECTIONS,Respiratory,153,8494.99,3567.11,2947.5,0.4199
Provider_0292,OR,SPINAL FUSION,Orthopedic,81,31004.05,12826.48,12030.53,0.4137
Provider_0143,LA,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,103,26072.47,8238.07,7580.01,0.316
Provider_0270,GA,KNEE PROCEDURES,Orthopedic,307,28339.85,8699.68,7751.05,0.307
Provider_0141,OR,HIP & FEMUR PROCEDURES,Orthopedic,172,35101.64,14584.77,13614.52,0.4155
Provider_0109,OK,INTRACRANIAL HEMORRHAGE,Neurological,43,13040.16,4798.66,4240.03,0.368
Provider_0298,OH,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,76,9693.52,3701.15,3312.77,0.3818
Provider_0064,VA,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,236,9499.86,3881.88,3361.92,0.4086
Provider_0166,OR,GI HEMORRHAGE,Digestive,257,11496.1,4649.07,3948.74,0.4044
Provider_0079,IL,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,175,28942.06,8935.3,7402.26,0.3087
Provider_0122,NC,PULMONARY EDEMA,Respiratory,68,9796.21,3787.91,3317.33,0.3867
Provider_0144,VA,HIP & FEMUR PROCEDURES,Orthopedic,59,31027.64,9134.74,8308.23,0.2944
Provider_0092,GA,GI HEMORRHAGE,Digestive,117,12568.58,5175.48,4824.82,0.4118
Provider_0278,IL,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,67,37131.74,14941.21,13539.59,0.4024
Provider_0161,GA,PANCREATIC DISORDERS,Digestive,36,10264.57,4310.36,3850.68,0.4199
Provider_0135,OR,SPINAL FUSION,Orthopedic,16,27200.66,7741.31,6772.68,0.2846
Provider_0158,MN,INTRACRANIAL HEMORRHAGE,Neurological,41,17655.09,7370.39,6660.37,0.4175
Provider_0177,IN,RADIATION THERAPY,Oncology,210,17596.17,6252.57,5068.22,0.3553
Provider_0290,NY,INFLAMMATORY BOWEL DISEASE,Digestive,218,18087.42,7518.07,6819.6,0.4157
Provider_0181,NY,KNEE PROCEDURES,Orthopedic,103,43604.71,16650.84,14893.86,0.3819
Provider_0295,MD,HIP & FEMUR PROCEDURES,Orthopedic,36,33765.75,13947.63,11960.67,0.4131
Provider_0293,IN,SIMPLE PNEUMONIA & PLEURISY,Respiratory,52,8228.55,2554.78,2414.02,0.3105
Provider_0280,WI,SIMPLE PNEUMONIA & PLEURISY,Respiratory,28,9115.56,3781.26,3369.68,0.4148
Provider_0229,NJ,CORONARY BYPASS,Cardiovascular,207,25805.16,10531.59,9775.18,0.4081
Provider_0031,OH,HEART FAILURE & SHOCK,Cardiovascular,234,20334.22,7141.11,5962.37,0.3512
Provider_0016,TX,HEART FAILURE & SHOCK,Cardiovascular,30,18393.86,5695.69,5233.66,0.3097
Provider_0229,OH,HEART FAILURE & SHOCK,Cardiovascular,167,19933.42,5804.66,4956.72,0.2912
Provider_0157,TX,CORONARY BYPASS,Cardiovascular,322,16893.05,4908.41,4111.05,0.2906
Provider_0286,NJ,HIP & FEMUR PROCEDURES,Orthopedic,127,42638.64,15275.44,12991.14,0.3583
Provider_0052,OH,LYMPHOMA & LEUKEMIA,Oncology,108,22571.43,6776.42,5870.48,0.3002
Provider_0145,FL,GI HEMORRHAGE,Digestive,50,13528.81,3791.1,3193.94,0.2802
Provider_0205,MN,SEIZURES,Neurological,113,14647.95,4831.88,4370.68,0.3299
Provider_0149,MN,SIMPLE PNEUMONIA & PLEURISY,Respiratory,175,10132.3,3478.72,2871.38,0.3433
Provider_0275,AZ,INFLAMMATORY BOWEL DISEASE,Digestive,17,12133.57,4969.69,4350.74,0.4096
Provider_0289,CA,RENAL FAILURE,Renal,20,16100.43,5432.97,4729.97,0.3374
Provider_0094,PA,CORONARY BYPASS,Cardiovascular,62,17237.28,6503.91,5804.33,0.3773
Provider_0057,FL,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,13,10878.5,4419.58,3831.57,0.4063
Provider_0216,SC,RESPIRATORY INFECTIONS,Respiratory,98,8047.93,2544.55,2348.09,0.3162
Provider_0022,VA,RESPIRATORY INFECTIONS,Respiratory,20,10035.01,2890.01,2603.68,0.288
Provider_0246,NC,CARDIAC CATHETERIZATION,Cardiovascular,75,15405.94,4973.01,4369.66,0.3228
Provider_0039,FL,KNEE PROCEDURES,Orthopedic,442,28729.35,8330.23,7096.1,0.29
Provider_0201,OH,KNEE PROCEDURES,Orthopedic,105,32911.96,13582.79,11007.44,0.4127
Provider_0056,SC,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,81,8828.62,3453.57,3019.07,0.3912
Provider_0082,NJ,KNEE PROCEDURES,Orthopedic,164,32841.78,13298.08,11498.06,0.4049
Provider_0298,WI,SPINAL FUSION,Orthopedic,42,27338.17,8616.09,7307.17,0.3152
Provider_0149,PA,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,63,10706.14,3579.37,3290.85,0.3343
Provider_0270,AL,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,173,13818.85,4121.4,3510.79,0.2982
Provider_0026,NY,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,26,28994.13,10691.0,8958.84,0.3687
Provider_0186,TX,SPINAL FUSION,Orthopedic,260,34290.29,9685.99,8499.95,0.2825
Provider_0204,MN,PULMONARY EDEMA,Respiratory,147,8968.9,3514.49,3234.93,0.3919
Provider_0122,MA,PULMONARY EDEMA,Respiratory,109,12978.92,4836.73,4127.32,0.3727
Provider_0110,MI,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,13,7815.58,2436.97,2098.13,0.3118
Provider_0105,IN,INFLAMMATORY BOWEL DISEASE,Digestive,104,11939.91,4853.07,3954.2,0.4065
Provider_0007,MN,CARDIAC ARRHYTHMIA,Cardiovascular,243,19348.39,5659.55,4899.29,0.2925
Provider_0192,TN,SIMPLE PNEUMONIA & PLEURISY,Respiratory,271,9404.9,3615.27,2911.28,0.3844
Provider_0082,KY,INFLAMMATORY BOWEL DISEASE,Digestive,21,12672.25,4980.41,4327.7,0.393
Provider_0253,NJ,BREAST PROCEDURES,Oncology,30,30484.83,11560.82,9557.12,0.3792
Provider_0125,OR,KNEE PROCEDURES,Orthopedic,32,27400.76,9859.51,9162.21,0.3598
Provider_0041,MI,LYMPHOMA & LEUKEMIA,Oncology,78,24945.63,10476.3,9520.23,0.42
Provider_0060,SC,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,81,18103.57,6519.53,6192.78,0.3601
Provider_0014,CT,RESPIRATORY INFECTIONS,Respiratory,120,9816.47,4085.16,3601.49,0.4162
Provider_0204,NY,CARDIAC ARRHYTHMIA,Cardiovascular,50,25930.01,10188.84,8227.28,0.3929
Provider_0257,TN,GI HEMORRHAGE,Digestive,170,10893.91,4559.09,3684.71,0.4185
Provider_0110,OH,HIP & FEMUR PROCEDURES,Orthopedic,55,30946.55,12454.89,11717.66,0.4025
Provider_0080,TN,HIP & FEMUR PROCEDURES,Orthopedic,219,24096.9,8091.43,6857.78,0.3358
Provider_0139,MA,RESPIRATORY INFECTIONS,Respiratory,768,10714.56,3222.17,2625.43,0.3007
Provider_0008,OK,CORONARY BYPASS,Cardiovascular,101,17429.55,6876.56,6489.32,0.3945
Provider_0130,CO,SPINAL FUSION,Orthopedic,188,27956.86,7878.1,7242.59,0.2818
Provider_0290,PA,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,333,21750.61,8251.53,7198.09,0.3794
Provider_0204,NJ,GI HEMORRHAGE,Digestive,39,17416.5,5357.56,4457.65,0.3076
Provider_0114,CA,KNEE PROCEDURES,Orthopedic,240,37258.27,12118.15,11394.38,0.3252
Provider_0178,MD,RESPIRATORY INFECTIONS,Respiratory,143,10100.62,3656.27,3249.33,0.362
Provider_0196,MI,GI HEMORRHAGE,Digestive,298,11233.48,3800.06,3295.9,0.3383
Provider_0153,KY,HIP & FEMUR PROCEDURES,Orthopedic,296,27996.42,7915.04,6720.27,0.2827
Provider_0169,GA,INTRACRANIAL HEMORRHAGE,Neurological,18,16646.17,6892.97,5594.72,0.4141
Provider_0169,NY,SIMPLE PNEUMONIA & PLEURISY,Respiratory,55,12061.22,3634.29,3051.34,0.3013
Provider_0096,WA,INFLAMMATORY BOWEL DISEASE,Digestive,59,16553.86,5642.47,4677.19,0.3409
Provider_0138,MN,INFLAMMATORY BOWEL DISEASE,Digestive,13,11060.36,3213.22,2828.76,0.2905
Provider_0169,MA,CHEMOTHERAPY,Oncology,23,32738.26,11379.81,10229.35,0.3476
Provider_0170,FL,KNEE PROCEDURES,Orthopedic,68,30908.55,12532.59,11542.59,0.4055
Provider_0003,KY,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,88,8716.47,3488.66,3120.02,0.4002
Provider_0165,FL,GI HEMORRHAGE,Digestive,41,14653.48,5849.79,5103.71,0.3992
Provider_0047,NJ,LYMPHOMA & LEUKEMIA,Oncology,51,25638.7,8540.54,7999.28,0.3331
Provider_0073,UT,BREAST PROCEDURES,Oncology,32,25248.94,10172.76,8976.59,0.4029
Provider_0275,NY,STROKE,Neurological,163,24184.78,8986.36,7878.69,0.3716
Provider_0205,AL,LYMPHOMA & LEUKEMIA,Oncology,16,19621.3,6545.31,5979.66,0.3336
Provider_0158,KY,SEIZURES,Neurological,144,11566.94,4155.83,3800.48,0.3593
Provider_0244,UT,CORONARY BYPASS,Cardiovascular,445,20280.58,6368.35,5962.4,0.314
Provider_0049,FL,KNEE PROCEDURES,Orthopedic,63,31427.46,11779.71,10665.28,0.3748
Provider_0206,MD,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,378,11413.72,3672.26,3007.47,0.3217
Provider_0249,UT,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,74,8004.02,2325.87,2062.03,0.2906
Provider_0066,MN,SIMPLE PNEUMONIA & PLEURISY,Respiratory,175,11078.6,4298.21,3463.59,0.388
Provider_0061,MN,KNEE PROCEDURES,Orthopedic,62,29151.23,10091.01,9400.9,0.3462
Provider_0102,LA,GI HEMORRHAGE,Digestive,13,12333.98,3869.17,3234.59,0.3137
Provider_0219,MN,CHEMOTHERAPY,Oncology,72,23984.98,9085.66,8387.21,0.3788
Provider_0111,LA,HEART FAILURE & SHOCK,Cardiovascular,65,17093.03,5712.59,4866.65,0.3342
Provider_0023,PA,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,44,16167.52,4904.37,4369.79,0.3033
Provider_0100,SC,HEART FAILURE & SHOCK,Cardiovascular,289,13870.41,5620.09,4688.42,0.4052
Provider_0110,CA,RESPIRATORY INFECTIONS,Respiratory,198,12895.17,4501.29,3628.09,0.3491
Provider_0140,NY,PULMONARY EDEMA,Respiratory,11,14276.78,4515.97,4043.69,0.3163
Provider_0011,UT,PULMONARY EDEMA,Respiratory,30,10368.34,3289.28,2922.93,0.3172
Provider_0105,NC,HEART FAILURE & SHOCK,Cardiovascular,149,18828.36,7368.29,6044.39,0.3913
Provider_0257,FL,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,90,26971.4,10582.82,8858.29,0.3924
Provider_0183,KY,KIDNEY TRANSPLANT,Renal,98,10641.56,4139.48,3392.94,0.389
Provider_0023,MA,CARDIAC ARRHYTHMIA,Cardiovascular,43,27461.61,9695.16,7775.63,0.353
Provider_0103,NY,LYMPHOMA & LEUKEMIA,Oncology,94,28148.7,10143.57,9084.69,0.3604
Provider_0088,SC,PULMONARY EDEMA,Respiratory,78,8074.16,2993.37,2402.94,0.3707
Provider_0065,NJ,INTRACRANIAL HEMORRHAGE,Neurological,14,23003.67,7993.27,7301.06,0.3475
Provider_0241,IN,CARDIAC ARRHYTHMIA,Cardiovascular,117,18918.97,5412.96,4522.5,0.2861
Provider_0135,IL,CARDIAC CATHETERIZATION,Cardiovascular,770,24164.93,7413.06,6278.21,0.3068
Provider_0242,KY,SEIZURES,Neurological,265,13290.86,5061.78,4746.65,0.3808
Provider_0092,NJ,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,195,22092.2,7196.87,5769.15,0.3258
Provider_0161,SC,KIDNEY & URINARY TRACT INFECTIONS,Renal,91,10885.14,3937.7,3198.85,0.3617
Provider_0030,TN,HEART FAILURE & SHOCK,Cardiovascular,57,19128.84,6113.07,5313.05,0.3196
Provider_0269,OH,GI HEMORRHAGE,Digestive,170,13840.79,5088.93,4581.86,0.3677
Provider_0271,KY,LYMPHOMA & LEUKEMIA,Oncology,86,20560.36,5890.47,5263.69,0.2865
Provider_0223,AL,RENAL FAILURE,Renal,80,9969.29,3866.06,3153.13,0.3878
Provider_0026,CO,KIDNEY TRANSPLANT,Renal,217,13047.38,4496.82,3809.55,0.3447
Provider_0078,MO,INTRACRANIAL HEMORRHAGE,Neurological,79,14521.66,5335.07,4373.72,0.3674
Provider_0211,OK,SIMPLE PNEUMONIA & PLEURISY,Respiratory,89,8981.43,2990.53,2728.74,0.333
Provider_0068,AL,KNEE PROCEDURES,Orthopedic,136,24029.31,8066.36,6845.96,0.3357
Provider_0089,VA,CORONARY BYPASS,Cardiovascular,187,17573.88,7189.67,6390.79,0.4091
Provider_0196,IN,PULMONARY EDEMA,Respiratory,108,8447.6,2962.49,2448.39,0.3507
Provider_0177,NC,CARDIAC ARRHYTHMIA,Cardiovascular,169,17954.97,7226.84,5871.17,0.4025
Provider_0023,NC,SIMPLE PNEUMONIA & PLEURISY,Respiratory,44,8305.74,2771.15,2547.24,0.3336
Provider_0047,TN,HEART FAILURE & SHOCK,Cardiovascular,123,16977.79,6452.55,6069.63,0.3801
Provider_0073,LA,LYMPHOMA & LEUKEMIA,Oncology,26,18293.95,7414.76,7012.94,0.4053
Provider_0187,MI,CARDIAC ARRHYTHMIA,Cardiovascular,108,16076.01,6222.22,5243.49,0.3871
Provider_0206,OK,HIP & FEMUR PROCEDURES,Orthopedic,152,21855.06,8425.46,7963.89,0.3855
Provider_0207,TN,CARDIAC ARRHYTHMIA,Cardiovascular,152,18450.35,5310.75,4631.06,0.2878
Provider_0074,KY,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,240,18743.71,5944.38,5561.52,0.3171
Provider_0070,OR,KNEE PROCEDURES,Orthopedic,492,36776.96,15060.04,13822.87,0.4095
Provider_0128,CA,STROKE,Neurological,57,22491.73,6548.5,5286.5,0.2912
Provider_0060,MA,RENAL FAILURE,Renal,408,15366.11,4352.92,3763.21,0.2833
Provider_0297,WA,PANCREATIC DISORDERS,Digestive,139,12494.3,3681.3,3431.53,0.2946
Provider_0089,UT,KIDNEY & URINARY TRACT INFECTIONS,Renal,365,12593.49,4799.78,3895.98,0.3811
Provider_0002,CA,KNEE PROCEDURES,Orthopedic,116,43981.34,16336.7,13924.72,0.3714
Provider_0131,NC,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,51,16417.57,6136.82,4975.72,0.3738
Provider_0139,NJ,PULMONARY EDEMA,Respiratory,71,10402.68,3556.25,3256.11,0.3419
Provider_0201,SC,CARDIAC CATHETERIZATION,Cardiovascular,441,16828.25,4994.44,4235.83,0.2968
Provider_0061,MN,HEART FAILURE & SHOCK,Cardiovascular,71,17938.17,7065.43,6439.61,0.3939
Provider_0181,KY,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,112,14823.87,5938.85,5590.41,0.4006
Provider_0203,CT,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,193,13192.83,4054.26,3827.56,0.3073
Provider_0117,TN,SPINAL FUSION,Orthopedic,152,25735.83,9052.85,7605.9,0.3518
